4.306447000000000116e+03,1.168400099999999838e+04
4.306447000000000116e+03,1.188400099999999838e+04
4.306447000000000116e+03,1.208400099999999838e+04
4.306447000000000116e+03,1.228400099999999838e+04
4.506447000000000116e+03,1.308400099999999838e+04
4.506447000000000116e+03,1.288400099999999838e+04
4.506447000000000116e+03,1.268400099999999838e+04
4.506447000000000116e+03,1.248400099999999838e+04
4.506447000000000116e+03,1.228400099999999838e+04
4.506447000000000116e+03,1.208400099999999838e+04
4.506447000000000116e+03,1.188400099999999838e+04
4.506447000000000116e+03,1.168400099999999838e+04
4.706447000000000116e+03,1.148400099999999838e+04
4.706447000000000116e+03,1.168400099999999838e+04
4.706447000000000116e+03,1.188400099999999838e+04
4.706447000000000116e+03,1.208400099999999838e+04
4.706447000000000116e+03,1.228400099999999838e+04
4.706447000000000116e+03,1.248400099999999838e+04
4.706447000000000116e+03,1.268400099999999838e+04
4.706447000000000116e+03,1.288400099999999838e+04
4.706447000000000116e+03,1.308400099999999838e+04
4.906447000000000116e+03,1.308400099999999838e+04
4.906447000000000116e+03,1.288400099999999838e+04
4.906447000000000116e+03,1.268400099999999838e+04
4.906447000000000116e+03,1.248400099999999838e+04
4.906447000000000116e+03,1.228400099999999838e+04
4.906447000000000116e+03,1.208400099999999838e+04
4.906447000000000116e+03,1.188400099999999838e+04
4.906447000000000116e+03,1.168400099999999838e+04
4.906447000000000116e+03,1.148400099999999838e+04
4.906447000000000116e+03,1.128400099999999838e+04
5.106447000000000116e+03,1.128400099999999838e+04
5.106447000000000116e+03,1.148400099999999838e+04
5.106447000000000116e+03,1.168400099999999838e+04
5.106447000000000116e+03,1.188400099999999838e+04
5.106447000000000116e+03,1.208400099999999838e+04
5.106447000000000116e+03,1.228400099999999838e+04
5.106447000000000116e+03,1.248400099999999838e+04
5.106447000000000116e+03,1.268400099999999838e+04
5.106447000000000116e+03,1.288400099999999838e+04
5.106447000000000116e+03,1.308400099999999838e+04
5.306447000000000116e+03,1.308400099999999838e+04
5.306447000000000116e+03,1.288400099999999838e+04
5.306447000000000116e+03,1.268400099999999838e+04
